__v,_id,continent_id,cooktime,nutrition_id,preptime,recipe_description,recipe_id,recipe_ingredients,recipe_name,recipe_pic,recipe_steps,servings,tag_id
0,6391f60e7719ac23393181c3,2,40,12,10,"A Buffalo wing is a piece of skin-coated, bone-in chicken fat that's deep-fried and doused in butter before being dipped in mayo, blue cheese, and sour cream. It's fat on fat on fat on fat on fat on fat on fat. Is taking one of those fats out of the equation really going to make a difference? Unlikely. Want to allay your unfounded guilt? Load up on negative calories by eating an extra celery stick or two and call it a day.",11,"[""2 pounds (900g) chicken wings, cut into drumettes and flats"",""2 teaspoons (10g) baking powder"",""2 teaspoons (10g) kosher salt; for table salt use half as much by volume or the same weight"",""4 tablespoons (50g) unsalted butter"",""4 tablespoons (60ml) Frank's RedHot Sauce"",""Blue cheese dressing, for serving\r\nCelery sticks, for serving""]",The Best Oven-Fried Buffalo Wings,../assets/recipes/image-1670510094632.webp,"[""Line a rimmed baking sheet with aluminum foil and set a wire rack inside. Carefully dry chicken wings with paper towels. In a large bowl, combine wings with baking powder and salt and toss until thoroughly and evenly coated. Place on rack, leaving a slight space between each wing. Repeat with remaining 2 batches of wings."",""Place baking sheet with wings in refrigerator and allow to rest, uncovered, at least 8 hours and up to 24 hours."",""Adjust oven rack to upper-middle position and preheat oven to 450°F (230°C). Add chicken wings and cook for 20 minutes. Flip wings and continue to cook until crisp and golden brown, 15 to 30 minutes longer, flipping a few more times towards the end."",""Meanwhile, combine butter and hot sauce in a small saucepan and cook over medium heat, whisking until combined. Transfer wings to a large bowl, add sauce, and toss to thoroughly coat. Serve wings immediately with blue cheese dressing and celery sticks, conspicuously shunning anyone who says that real Buffalo wings must be fried.""]",2,"[1,2,3,4]"
0,6391f7557719ac23393181cd,3,20,13,40,"Pao de queijo are yummy gluten-free, wheat-free breads that are good for those with celiac disease or gluten intolerance. Serve them plain or with marinara sauce. For more variety, try adding an herb seasonings, such as Italian seasoning, or try substituting other cheeses for the Parmesan.",12,"[""½ cup olive oil or butter"",""⅓ cup water"",""⅓ cup milk or soy milk"",""1 teaspoon salt"",""2 cups tapioca flour"",""2 teaspoons minced garlic"",""⅔ cup freshly grated Parmesan cheese"",""2 beaten eggs""]",Brazilian Cheese Bread (Pao de Queijo),../assets/recipes/image-1670510421734.webp,"[""Preheat the oven to 375 degrees F (190 degrees C)."",""Combine olive oil, water, milk, and salt in a large saucepan and place over high heat. Bring to a boil and immediately remove from the heat."",""Stir in tapioca flour and garlic, stirring until smooth. Set aside to rest for 10 to 15 minutes."",""Stir cheese and eggs into tapioca mixture until combined; the dough will be chunky, like cottage cheese."",""Drop dough by 1/4 cup-size balls onto an ungreased baking sheet."",""Bake in the preheated oven until the tops are lightly browned, 15 to 20 minutes.""]",6,"[1,2,3,4]"
0,6391fca77719ac23393181d4,3,5,14,5,This Brazilian lemonade recipe actually uses limes! It is best served immediately.,13,"[""2 limes"",""3 cups water"",""½ cup sugar"",""3 tablespoons sweetened condensed milk"",""ice cubes""]",Brazilian Lemonade,../assets/recipes/image-1670511783343.webp,"[""Wash limes thoroughly. Cut off the ends and slice into eight wedges."",""Place limes in a blender with water, sugar, sweetened condensed milk, and ice; pulse 5 times, or until smooth. Strain through a fine mesh strainer to remove rinds. Serve over ice.""]",1,"[1,2,3,4]"
0,6391fd297719ac23393181db,3,5,15,10,"A very traditional breakfast or dessert in northeast Brazil, bananas or plantains are fried in butter and coated with cinnamon-sugar. Delicious with vanilla ice cream too.",14,"[""3 firm bananas, halved lengthwise"",""½ cup white sugar"",""1 ¼ teaspoons ground cinnamon"",""3 tablespoons butter""]",Fried Sweet Bananas,../assets/recipes/image-1670511913899.webp,"[""Cut each banana half into 3 or 4 pieces."",""Mix sugar and cinnamon together in a shallow bowl."",""Melt butter in a skillet over medium-low heat; add banana slices and cook until golden brown, 5 to 10 minutes. Transfer banana slices to a paper towel-lined plate. Coat banana slices, 1 at a time, with cinnamon-sugar.""]",6,"[1,2,3,4]"
0,6391ffbf89c3f6559b560092,1,120,16,45,"Tagine cooking is associated with Moroccan cuisine. When I made this dish, I left the kitchen window open. The smell attracted several male neighbors, including my husband, who came in and said that it smelled so good that he hoped it was coming from our house and not from someone else's! Serve with my Moroccan couscous and cucumber raita on this site.",15,"[""2 pounds lamb meat, cut into 1 1/2 inch cubes"",""3 tablespoons olive oil, divided"",""2 teaspoons paprika"",""1 teaspoon ground cinnamon"",""1 teaspoon kosher salt"",""¾ teaspoon garlic powder"",""¾ teaspoon ground coriander"",""½ teaspoon ground cumin"",""½ teaspoon ground cardamom"",""½ teaspoon ground ginger"",""¼ teaspoon ground turmeric"",""¼ teaspoon cayenne pepper"",""¼ teaspoon ground cloves"",""1 pinch saffron"",""2 medium onions, cut into 1-inch cubes"",""5 carrots, peeled, cut into fourths, then sliced lengthwise into thin strips"",""3 cloves garlic, minced"",""1 tablespoon freshly grated ginger"",""1 lemon, zested"",""1 (14.5 ounce) can homemade chicken broth or low-sodium canned broth"",""1 tablespoon sun-dried tomato paste"",""1 tablespoon honey"",""1 tablespoon cornstarch (Optional)"",""1 tablespoon water (Optional)"",""\r\n""]",Lamb Tagine,../assets/recipes/image-1670512575514.webp,"[""Place lamb and 2 tablespoons olive oil in a large bowl and toss to coat; set aside."",""Mix together paprika, cinnamon, salt, garlic powder, coriander, cumin, cardamom, ginger, turmeric, cayenne, cloves, and saffron in a large resealable bag. Add lamb to the bag and toss around to coat well. Refrigerate for at least 8 hours, preferably overnight."",""Heat remaining 1 tablespoon olive oil in a large, heavy-bottomed pot over medium-high heat. Add 1/3 of the lamb and brown well, 5 to 7 minutes. Remove to a plate and repeat to cook remaining two batches of lamb."",""Add onions and carrots to the pot and cook for 5 minutes. Stir in garlic and ginger; continue cooking for an additional 5 minutes. Return lamb to the pot and stir in lemon zest, chicken broth, tomato paste, and honey. Bring to a boil, then reduce heat to low. Cover and simmer, stirring occasionally, until meat is tender, 1 1/2 to 2 hours."",""If the consistency of tagine is too thin, you may thicken it with cornstarch and water slurry during the last 5 minutes.""]",6,"[1,2,3,4]"
0,6392009d89c3f6559b560099,1,40,17,30,"This delicious, healthy North African-inspired stew is a family favorite, served with warm bread or even over couscous. You can make the entire stew ahead of time, let it cool, and refrigerate it for up to 3 days or freeze it for several months. You can also chop the veggies and mix the spices ahead of time, freeze them, and assemble it with the canned ingredients the day you wish to cook it for a wonderful exotic meal in just 30 minutes.",16,"[""1 teaspoon ground cinnamon"",""1 teaspoon ground cumin"",""1 teaspoon kosher salt"",""½ teaspoon ground ginger"",""¼ teaspoon ground cloves"",""¼ teaspoon ground nutmeg"",""¼ teaspoon ground turmeric"",""⅛ teaspoon curry powder"",""""]",Make-Ahead Vegetarian Moroccan Stew,../assets/recipes/image-1670512797074.webp,"[""Combine cinnamon, cumin, salt, ginger, cloves, nutmeg, turmeric, and curry powder in a large bowl."",""Melt butter in a large pot over medium heat. Cook the onion in the butter until soft and just beginning to brown, 5 to 10 minutes. Stir in kale and spice mixture; cook until kale begins to wilt and spices are fragrant, about 2 minutes."",""Pour the vegetable broth into the pot. Stir garbanzo beans, tomatoes, potatoes, sweet potatoes, carrots, lentils, apricots, and honey, into the broth; bring to boil, reduce heat to low, and simmer until vegetables and lentils are cooked and tender, about 30 minutes. Season stew with black pepper."",""Dissolve cornstarch in water; stir into stew and simmer thickened, about 5 minutes.""]",6,"[1,2,3,4]"
0,6392017789c3f6559b5600a0,1,85,18,30,"Serving a gorgeous, fancy-looking holiday roast doesn't have to be complicated, time-consuming, or expensive. This pork loin proves exactly that. This is fast, easy, and affordable, but when you bring it to the table, it looks like a million dollars. The beautifully warming and aromatic spices really work so well with a pork roast - I hope you give it a try soon!",17,"[""1 (3 pound) boneless pork loin roast"",""5 teaspoons kosher salt"",""2 tablespoons olive oil"",""½ cup plain Greek yogurt"",""2 tablespoons thinly sliced fresh mint"",""1 clove garlic, finely crushed""]",Moroccan-Spiced Pork Roast,../assets/recipes/image-1670513015578.webp,"[""Butterfly the pork loin by cutting almost all the way through, starting on the thinnest side, keeping your knife flat and parallel to the cutting board. Stop about 1 inch from the opposite edge you started, so that the meat opens up like a book. A few more shallow cuts can be made if the pork is not opening up enough to flatten out, but do not cut all the way through, otherwise you'll end up with two pieces."",""Season the butterflied pork on both sides with kosher salt and let sit out at room temperature for 30 to 45 minutes, or 2 to 3 hours in the fridge."",""Preheat the oven to 350 degrees F (175 degrees C). Grease a roasting pan with 2 tablespoons olive oil. Pat the tenderloin dry with a paper towel."",""Mix cumin, coriander, ginger, black pepper, smoked paprika,cayenne, cinnamon, cloves, allspice, and honey together in a bowl with a spoon. Spread about half of the spice mixture inside the butterflied pork, fold it back together, and spread the remaining mixture all over the surface. Use 3 or 4 pieces of kitchen string to tie the loin up every few inches, cutting off extra string."",""Toss potatoes, carrots, chile peppers, and onion with olive oil and salt in a bowl."",""Place the pork into the prepared roasting pan and surround with vegetable mixture."",""Roast in the preheated oven until an instant-read thermometer inserted into the thickest part of the loin reads at least 140 to 145 degrees F (60 to 63 degrees C), about 1 hour and 15 minutes. Remove from the oven and turn roast over with tongs in pan drippings. Transfer to a plate, cover loosely with foil, and let rest for 15 minutes."",""Increase oven temperature to 425 degrees F. Toss vegetable mixture in pan drippings and return to the oven to crisp up, about 10 minutes."",""Combine yogurt, mint, and garlic in a small bowl for sauce."",""Remove strings on roast. Slice, spoon pan drippings over, and serve with vegetables and yogurt sauce.\r\n\r\n""]",12,"[1,2,3,4]"
0,639202d27cd123131a98c2a9,6,125,19,5,"Biryani is a South Asian one-pot dish in which lamb, mutton, beef, chicken, seafood, or a mixture of vegetables is layered with rice. The layering technique is what differentiates biryani from other rice dishes, like a pilaf or pulao.",18,"[""2 pounds (910g) boneless leg of lamb, trimmed of excess fat and cut into 1-inch (2cm) cubes"",""1 cup plain, unsweetened full-fat yogurt"",""6 medium garlic cloves, peeled and finely grated"",""One 2–inch piece fresh ginger, peeled and grated"",""3 teaspoons Diamond Crystal kosher salt, divided; if using table salt, use half as much by volume"",""1/4 cup (60 ml) plus 2 teaspoons (10ml) ghee or neutral oil, such as grapeseed, divided"",""2 large yellow or white onions (26 ounces; 750g total), sliced thinly"",""5 green cardamom pods, lightly cracked, divided""]",Lamb Biryani,../assets/recipes/image-1670513362288.webp,"[""Place the lamb in a 1 gallon (3.8L) ziptop bag. In a medium bowl, mix the yogurt, garlic, ginger, and 1 1/2 teaspoons salt until combined, pour the yogurt mixture over the lamb, seal the bag, and shake the bag to coat the lamb well. Leave the ziptop bag in the refrigerator to marinate overnight."",""Heat 1/4 cup (60ml) ghee or oil in a Dutch oven or saucepan with a heavy bottom over medium heat. Add the onions, season with a pinch of salt, and cook, stirring occasionally, until the onions caramelize and turn dark brown (but not black), about 25 to 30 minutes."",""Reduce the heat to low. Remove half of the caramelized onions and reserve to use as garnish for the biryani. Add 3 green cardamom pods, cinnamon, cloves, bay leaves, garam masala, Kashmiri chili, mace, and turmeric, and sauté just until spices become fragrant, 30 to 45 seconds. Add the lamb along with the yogurt marinade, the water or stock, and the cilantro, mint, and green chili. Stir to mix well, increase the heat to medium-high, and bring liquid to a boil. Reduce heat to low, cover with lid, and cook for 30 to 45 minutes, stirring occasionally, until the lamb is completely tender."",""Meanwhile, as the lamb cooks, prepare the rice. Pick over the the rice for any debris, then place it in a fine mesh strainer and rinse under cold running water, until the runoff is no longer cloudy; drain well. Place the rice in a bowl and cover with 4 cups (960ml) water and let stand for 30 minutes. Strain the rice, discarding soaking water. In a large saucepan, combine rice with 4 cups cold water, lemon juice, the remaining 1 1/2 teaspoons kosher salt, the remaining 2 green cardamom pods, and the remaining 2 teaspoons of ghee or oil and bring to a boil over medium heat. Boil for 2 minutes and then strain the rice; discard cooking water. It will be partially cooked—if you break a grain of rice, you will see an outer translucent ring and a tiny, opaque inner ring."",""When the lamb is tender, remove lid and increase the heat to medium, stirring often to prevent scorching, and cook until the liquid starts to thicken and reduces to about 1 1/2 cups (360ml), about 5 minutes. Remove from heat. Using a clean, large wooden spoon or spatula, spread the rice out in an even layer over the meat in the Dutch oven."",""Set oven rack at the middle position and heat the oven to 350°F (180°C). Place half the saffron threads in a mortar and pestle and grind to a fine powder. In a small saucepan placed over low heat, warm the milk just until it starts to bubble, then turn off the heat. Add the ground saffron and remaining saffron strands to the hot milk and let steep for 10 minutes."",""Sprinkle the saffron-infused milk over the rice, followed by the rosewater and the pandan water. Garnish the top of the rice with the reserved caramelized onions. Cover the Dutch oven with two sheets of aluminum foil and crimp the overhang to form a tight seal, place the lid over the foil, and place the Dutch oven in the preheated oven for 20 minutes to let the rice steam. Remove from the oven and let stand for 5 minutes. Uncover the pot and carefully peel off the aluminum seal. Use a fork to loosen the rice a little and serve immediately straight from the Dutch oven. Alternatively, biryani can be transferred to a platter and served.""]",6,"[1,2,3,4]"
0,639203c27cd123131a98c2b0,6,75,20,55,"When I was developing a recipe for aloo samosas, I wanted to give readers the option of making samosas with a non-vegetarian filling, too, so I developed an additional recipe for samosas stuffed with lamb kheema, or spiced ground lamb.",19,"[""2 cups (280g) all-purpose flour, such as King Arthur, plus extra for shaping and rolling out the pastry"",""1 1/2 teaspoons kosher salt"",""1 teaspoons caraway seeds, lightly cracked (optional)"",""1/4 cup (60ml) neutral oil, such as grapeseed"",""1/3 cup plus 3 tablespoons (80ml plus 45ml) chilled water, divided""]",Lamb Kheema Samosa,../assets/recipes/image-1670513602079.webp,"[""For the Pastry Dough: In the bowl of a stand mixer, combine flour, salt, and caraway seeds (if using) and mix by hand to evenly disperse the ingredients. Drizzle oil over the flour and rub it in with your fingertips. Once the fat is completely incorporated into the flour, the mixture will take on a crumbly appearance."",""Set bowl on stand mixer, and fit with dough hook attachment. Add 1/3 cup (80ml) of chilled water and mix on low speed until dough comes together in a ball, adding extra water 1 tablespoon (15ml) at a time as needed to form a cohesive dough; it should not be unduly sticky or wet, nor should it be dry and crumbly. Stop the mixer, scrape down sides of bowl with a rubber spatula, then continue to knead on low speed until dough is smooth and slightly elastic to the touch, pliable and resistant to tearing, but not tough, about 5 minutes. Alternatively, the dough can be prepared by hand, or in a food processor; while the timing will vary, the dough will be worked until a similar texture is achieved."",""The dough should weigh about 1 pound (455g). Wrap dough in plastic, and let it rest at cool room temperature, around 70°F (21°C), until dough is pliable, and jumps back when gently pressed, at least 30 minutes, or up to 4 hours. For a longer rest, it can be refrigerated for up to 24 hours, then brought to cool room temperature, around 70°F (21°C), before use."",""\r\n\r\nSOUTH ASIAN\r\nINDIAN\r\nSNACKS & APPETIZERS\r\nFRYING\r\nGROUND LAMB\r\nLamb Kheema Samosa (Samosa Stuffed With Spiced Ground Lamb)\r\nA meaty version of the beloved snack.\r\nby Nik Sharma\r\n Published Oct. 11, 2021\r\n1\r\nPRINT\r\nTwo kheema samosas on a plate, one broken open to show its interior\r\nAndrew Janjigian\r\nPin\r\nShare\r\nEmail\r\nJUMP TO RECIPE\r\nWHY IT WORKS\r\nAdding flour to the meat filling helps to bind any free liquid remaining, which helps ensure that your samosas won't turn out soggy.\r\nCooling the filling completely before stuffing it into the samosas will help keep them crisp.\r\nVinegar helps cut through the fat of the ground meat filling.\r\nWhen I was developing a recipe for aloo samosas, I wanted to give readers the option of making samosas with a non-vegetarian filling, too, so I developed an additional recipe for samosas stuffed with lamb kheema, or spiced ground lamb.\r\n\r\nThe process is basically identical to the one for the aloo samosas, and this recipe uses the same samosa pastry dough and method for filling. As with the potato filling, you'll have to follow the same two rules with the kheema filling to guarantee that your samosas turn out crispy and not at all soggy. The first, again, is make sure your filling isn't overly wet. To accomplish this, I first cook out much of the water in the ground lamb, and then I add some flour along with the peas to the mixture. The starch in the flour will gelatinize and help to bind any water that remains. The other rule is to make sure that the filling is completely cool when stuffing it into the samosas.\r\n\r\nFor the kheema, while I prefer using lamb, you can also use ground beef, but just make sure it's lean. Using excessively fatty ground meat means a lot of fat will render out of the meat, and you'll either have a greasy filling or will have to drain off a fair amount before cooling the cooked filling.\r\n\r\nRecipe Facts\r\n\r\nPrep:\r\n75 mins\r\nCook:\r\n55 mins\r\nTotal:\r\n2 hrs 10 mins\r\nMakes:\r\n20 samosas\r\nRate & Comment\r\n\r\nIngredients\r\nSave Recipe\r\nFor the Pastry Dough: \r\n2 cups (280g) all-purpose flour, such as King Arthur, plus extra for shaping and rolling out the pastry\r\n1 1/2 teaspoons kosher salt\r\n1 teaspoons caraway seeds, lightly cracked (optional)\r\n1/4 cup (60ml) neutral oil, such as grapeseed\r\n1/3 cup plus 3 tablespoons (80ml plus 45ml) chilled water, divided\r\nFor the Lamb Kheema Filling:\r\n2 tablespoons (30ml) ghee or neutral oil such as grapeseed\r\n4 medium garlic cloves (20g), finely grated\r\nOne 2-inch (5cm) piece fresh ginger, peeled and grated\r\n1 teaspoon garam masala\r\n1/2 teaspoon ground turmeric\r\n1/2 teaspoon Kashmiri chile powder (see note)\r\n1 pound (450g) 85% lean ground lamb or beef \r\n1 tablespoon (6g) all-purpose flour\r\n1/2  cup (60g) frozen peas, thawed and drained\r\n1 to 2 fresh green chiles such as serrano or jalapeño, stemmed and finely chopped\r\n1/4 cup (15g) tightly packed chopped fresh cilantro leaves and tender stems\r\n2 tablespoons (30ml) apple cider or malt vinegar\r\nKosher salt\r\nDirections\r\nFor the Pastry Dough: In the bowl of a stand mixer, combine flour, salt, and caraway seeds (if using) and mix by hand to evenly disperse the ingredients. Drizzle oil over the flour and rub it in with your fingertips. Once the fat is completely incorporated into the flour, the mixture will take on a crumbly appearance.\r\nOverhead view of dry mix for samosa dough in a stand mixer bowl with oil being poured from a measuring cup into the bowl\r\nSet bowl on stand mixer, and fit with dough hook attachment. Add 1/3 cup (80ml) of chilled water and mix on low speed until dough comes together in a ball, adding extra water 1 tablespoon (15ml) at a time as needed to form a cohesive dough; it should not be unduly sticky or wet, nor should it be dry and crumbly. Stop the mixer, scrape down sides of bowl with a rubber spatula, then continue to knead on low speed until dough is smooth and slightly elastic to the touch, pliable and resistant to tearing, but not tough, about 5 minutes. Alternatively, the dough can be prepared by hand, or in a food processor; while the timing will vary, the dough will be worked until a similar texture is achieved.\r\nBall of samosa pastry dough in bottom of stand mixer bowl\r\nThe dough should weigh about 1 pound (455g). Wrap dough in plastic, and let it rest at cool room temperature, around 70°F (21°C), until dough is pliable, and jumps back when gently pressed, at least 30 minutes, or up to 4 hours. For a longer rest, it can be refrigerated for up to 24 hours, then brought to cool room temperature, around 70°F (21°C), before use.\r\nRested samosa pastry dough on a work surface\r\nFor the Lamb Kheema Filling: In a large saucepan, heat oil over medium heat until shimmering. Add garlic and ginger and cook, stirring constantly, until fragrant, 30 to 45 seconds. Add garam masala, turmeric, and chile powder and cook, stirring constantly, until fragrant, 30 to 45 seconds. Add ground meat, and using a wooden spoon, break it into small pieces. Cook, stirring occasionally and breaking up any clumps, until meat is browned, and most of the liquid it released has evaporated, 10 to 12 minutes."",""Reduce heat to low, add peas, sprinkle flour over meat mixture, and stir to combine. Remove from heat, then add chiles, cilantro, and vinegar. Season with salt to taste, and drain off any excess fat. If making samosas right away, let filling cool to room temperature, between 68°F and 77°F (20°C to 25°C), before using. Alternatively, transfer filling to an airtight container and refrigerate until ready to use. Allow to come to room temperature before stuffing into dough."",""For Filling, Frying and Serving the Samosas: Divide dough into 10 equal portions by weight, and shape each into a ball over a cool and dry surface using minimal flour. If the kitchen is warm, read up on our hot-weather baking tips to ensure no problems with the dough. Transfer dough balls to a lightly floured baking sheet and cover loosely with plastic wrap. Fill a small bowl with water."",""Working with one ball of dough at a time, roll out dough to form a 7-inch (17cm) circle. Using a sharp knife, cut the circle in half; return to the baking sheet. Repeat with remaining dough balls."",""Working with one semicircle at a time, wet a fingertip in the bowl of water and dab halfway down the straight edge, and then fold the wet end over the dry side, pressing gently to seal. This will form a triangular pocket. Hold the pocket open like a little waffle cone, and gently spoon in 40g (about 3 tablespoons) kheema filling. Dab the tip of a finger in water and moisten the inner flap of dough, then fold it over the filling, and press gently to seal it against the dough on the other side, then gently pinch each corner of the samosa to ensure all three points are well sealed."",""Skim any browned bits from oil and discard. Return oil to 340°F (171°C), and repeat with remaining samosas. Serve warm with either Maggi’s Hot and Sweet ketchup or chutney, such as mint, cilantro, or tamarind.""]",20,"[1,2,3,4]"
0,63920c0c7cd123131a98c2b7,6,1,21,5,"There may be no better drink for beating the heat than a nimbu soda, a lime-and-soda drink that's ubiquitous in India.",20,"[""Ice cubes"",""2 tablespoons (30ml) fresh lime juice from one lime"",""1/16 teaspoon kala namak "",""1/8 teaspoon sugar"",""One 12-ounce (330ml) can cold soda water""]",Nimbu Soda,../assets/recipes/image-1670515723698.webp,"[""Place ice in a tall glass and fill to the top with water."",""Combine lime juice, kala namak, and sugar in a small mixing bowl, and stir to completely dissolve solids."",""Drain water from glass, add lime juice mixture, fill glass almost to the top with soda water, and stir briefly. Top with splash of soda and serve.""]",1,"[1,2,3,4]"
0,63920d4d7cd123131a98c2c1,7,30,22,5,"The first time I tried smoking a fish in a wok, the fumes from the kitchen crept underneath my front door and attracted the ire of my passing landlord, who wasn't even the least bit assuaged by offerings of smoked cod perfumed with the scent of charred jasmine tea and jasmine rice. Despite my assurances that smoking in a wok is safe, easy, and effective, he forbade me from doing it again in his building.",21,"[""One 8-ounce fish fillet"",""1/4 cup vermouth or rice wine, such as sake or Shaoxing rice wine"",""1 teaspoon each of salt and crushed"",""peppercorns (black, Sichuan, mixed, etc.)"",""1/3 cup rice, preferably jasmine or long-grain"",""1/4 cup tea, such as jasmine or black"",""1 teaspoon sugar""]",Tea Smoked Fish ,../assets/recipes/image-1670516045748.webp,"[""Steep fish in wine and sprinkle salt on top. Let soak in marinade for 8 hours to 1 day, turning fish over once or twice."",""Set up pot with steamer insert. Steam fish for 5 to 8 minutes until fish begins to flake. Remove fish from heat and allow to cool, 10 to 20 minutes."",""Cover wok with foil on the bottom, taking care that foil snugly fits in the wok. Mix leaves, rice, and sugar at the bottom of the wok. Place steaming rack in the middle of the wok, or use chopsticks to make a grid over tea leaves."",""Carefully blot any residual moisture from fish. Place fish directly on rack or chopsticks. Place lid on wok and use overlap of foil to seal shut."",""Turn on exhaust fan and open all windows in the house. Over high heat, toast tea and rice until smoky wisps begin to emerge from wok, 3 to 6 minutes. Toast for 5-7 minutes longer, then shut off heat and let fish sit in wok for 5 to 7 minutes longer. The smells will begin to turn smoky - turn off heat before you smell burning. Fish will be golden to dark brown, depending on time and type of tea. Serve room temperature or refrigerate and serve cold. Fish may be kept in refrigerator for about a week.""]",2,"[1,2,3,4]"
0,63920e267cd123131a98c2c8,7,60,23,10,"For those who have never heard of cheese foam tea—rest assured, it’s not as heavy or as funky as it sounds. There are no actual chunks of cheese floating around. In fact, the term cheese foam is bit of misnomer because it is, in reality, more texturally similar to the foam cap on top of a silky cappuccino than Cheez Whip. You’re meant to sip it slowly—the creamy foam provides a lovely contrast to the crisp iciness of cold tea. And contrary to its name, there isn’t a lot of cheese in cheese foam. Most recipes only use a spoonful of cream cheese or cheese foam powder, which adds a subtle savory note. ",22,"[""6 tablespoons (12g) loose-leaf black tea, or 4 tea bags"",""Coarse raw sugar, such as demerara, to taste "",""6 tablespoons (90ml) whole milk "",""2 tablespoons (30g) full-fat cream cheese"","" 1 cup (237ml) heavy cream \r\n2 tablespoons (30g) granulated sugar"",""1 teaspoon (3g) Diamond Crystal kosher salt; for table or fine sea salt, use half as much by volume or the same weight""]",Cheese Foam Tea,../assets/recipes/image-1670516261959.webp,"[""For the Tea: In a 3-quart saucepan, bring 7 cups of water to a rolling boil over high heat. Turn off heat, add tea, cover, and let stand until water turns amber red, about 5 minutes. Strain tea (or remove tea bags) into a heatproof pitcher. Whisk in raw sugar to taste, cover, and refrigerate until cold."",""For the Tapioca Pearls (if using): In a 2-quart saucepan, bring 6 cups of water to a rolling boil over high heat. Add tapioca pearls and cook, stirring occasionally, until all of the pearls float and turn completely brown with no white starchy bits in the center (timing can vary depending on the product; follow package cooking times for guidance). Turn off heat, cover, and let stand for 30 minutes."",""Meanwhile, in a small pot, heat raw sugar and 1 cup water over low heat and cook, stirring, until sugar is completely dissolved. Turn off heat, cover simple syrup, and set aside. Once tapioca pearls are ready, drain pearls through a fine-mesh strainer, then add to pot with simple syrup. Cover and keep warm."",""For the Cheese Foam: In a small bowl, combine milk and cream cheese. Using a small whisk or the back of a spoon, blend the cream cheese into the milk until no lumps remain."",""In a medium bowl, combine cream, granulated sugar, and salt, and, using a hand mixer or a manual balloon whisk, beat at medium speed or whisk until frothy and sugar is fully dissolved, about 30 seconds. Beat or whisk in cream cheese mixture until light and airy like sea foam and still able to just barely flow, about 1 minute. "",""To serve, divide tapioca pearls (if using) between chilled tall glasses, add ice (if desired), and pour in chilled black tea. Top each glass with a couple dollops of cheese foam. If desired, add a thick straw or a long, thin spoon to scoop up the pearls. Serve immediately.""]",6,"[1,2,3,4]"
0,63920f007cd123131a98c2cf,7,20,24,25,"I was worried a bit about toughness, but I needn't have: The texture was downright perfect. Soft and mildly elastic, with just the right amount of chew. My favorite part of making naan is when you think that it's all anemic looking and needs to get darker, but then you brush it with melted butter as soon as it comes off the grill and all those pale brown spots suddenly turn golden and perfect.
Or actually, my favorite part of making naan is a minute or two after that when the first glorious bite enters your mouth. Yum.",23,"[""22 ounces (about 4 cups) bread flour"",""0.25 ounce (1 packet, about 2 teaspoons) instant or rapid rise yeast"",""0.44 ounces kosher salt (about 2 1/2 teaspoons)"",""0.8 ounces (about 2 tablespoons) sugar..14 ounces (about 1 3/4 cups) full fat yogurt or whole milk"",""4 ounces (1 stick) unsalted butter, melted""]",Grilled Naan ,../assets/recipes/image-1670516480566.webp,"[""Combine flour, yeast, salt, and sugar in the bowl of a stand mixer and whisk until combined. Add yogurt and knead with dough hook on low speed until dough comes together into a smooth ball. Dough should stick slightly to bottom of bowl as it kneads (add slightly more yogurt or milk as necessary). Continue to knead for 5 minutes. Cover tightly with plastic wrap and allow to rise at room temperature until roughly doubled in volume, about 2 hours."",""Turn dough out onto floured work surface. Using a bench scraper or a knife, cut the dough into 12 even pieces. Roll each piece into a ball, then place on a well-floured surface (leaving a few inches of space between each one) and cover with a floured cloth. Alternatively, place each ball of dough in an individual covered pint-sized deli container. Allow dough to rise at room temperature until doubled in volume, about 2 hours."",""Ignite a large chimney full of coals (about 5 quarts of coals) and spread evenly over half of the grill. Set grill grates in place, cover, and allow to preheat for 5 minutes. Scrape grill grates clean with a brush."",""Working with two to three balls of dough at a time, stretch with your hands into an oblong roughly 10-inches long and 6-inches across (you can use a rolling pin for this as well). Once you have two or three pieces stretched, lay them out on the grill above the coals. Cook without moving until bottom side is charred in spots and light golden brown. Flip with a large spatula, pizza peel, or with tongs and cook until second side is charred and browned. Remove naan from the grill and immediately brush with melted butter. Transfer the naan to a large plate and cover it with a clean dish towel while you cook the remaining bread.""]",12,"[1,2,3,4]"
0,63920fe97cd123131a98c2d9,5,25,25,10,These baked pita chips make a lovely accompaniment to any dip or spread.,24,"[""½ cup olive oil"",""1 teaspoon garlic salt"",""1 teaspoon dried chervil"",""½ teaspoon dried basil"",""½ teaspoon ground black pepper"",""12 pita bread pockets""]",Homemade Pita Chips,../assets/recipes/image-1670516713663.webp,"[""Preheat the oven to 400 degrees F (200 degrees C). Line two rimmed baking sheets with parchment paper."",""Mix oil, garlic salt, chervil, basil, and pepper together in a small bowl."",""Cut each pita bread into 8 triangles using a sharp knife or pizza cutter."",""Arrange some pita triangles in a single layer on each of the prepared baking sheets; brush with oil mixture. Not all will fit, so set remaining triangles aside."",""Bake on two racks of the preheated oven until lightly browned and crispy, about 7 minutes, switching halfway through."",""Transfer pita chips to a serving platter and repeat Steps 4 to 5 with remaining triangles and oil mixture.""]",8,"[1,2,3,4]"
